10000,0.29359984397888184,Bucket Sort,Nao,10,4
10000,0.031000375747680664,Bucket Sort,Nao,100,4
10000,0.01100921630859375,Bucket Sort,Nao,1000,4
10000,0.30802178382873535,Bucket Sort,Sim,10,4
10000,0.04599642753601074,Bucket Sort,Sim,100,4
10000,0.022543907165527344,Bucket Sort,Sim,1000,4
15000,7.042158603668213,Insertion Sort,Nao,0,4
15000,1.946512222290039,Insertion Sort,Sim,0,4
15000,0.6506402492523193,Bucket Sort,Nao,10,4
15000,0.0655202865600586,Bucket Sort,Nao,100,4
15000,0.015006303787231445,Bucket Sort,Nao,1000,4
15000,0.6937928199768066,Bucket Sort,Sim,10,4
15000,0.08454537391662598,Bucket Sort,Sim,100,4
15000,0.028146743774414062,Bucket Sort,Sim,1000,4
30000,28.312230348587036,Insertion Sort,Nao,0,4
30000,6.654447555541992,Insertion Sort,Sim,0,4
30000,2.6849238872528076,Bucket Sort,Nao,10,4
30000,0.25248050689697266,Bucket Sort,Nao,100,4
30000,0.03711271286010742,Bucket Sort,Nao,1000,4
30000,2.6971774101257324,Bucket Sort,Sim,10,4
30000,0.2728738784790039,Bucket Sort,Sim,100,4
30000,0.06404495239257812,Bucket Sort,Sim,1000,4
100,0.0,Insertion Sort,Nao,0,5
100,0.021013498306274414,Insertion Sort,Sim,0,5
100,0.0,Bucket Sort,Nao,10,5
100,0.001001119613647461,Bucket Sort,Nao,100,5
100,0.0010008811950683594,Bucket Sort,Nao,1000,5
100,0.01800227165222168,Bucket Sort,Sim,10,5
100,0.020009994506835938,Bucket Sort,Sim,100,5
100,0.01952648162841797,Bucket Sort,Sim,1000,5
200,0.0010006427764892578,Insertion Sort,Nao,0,5
200,0.016000032424926758,Insertion Sort,Sim,0,5
200,0.0009975433349609375,Bucket Sort,Nao,10,5
200,0.0,Bucket Sort,Nao,100,5
200,0.0019986629486083984,Bucket Sort,Nao,1000,5
200,0.022524595260620117,Bucket Sort,Sim,10,5
200,0.02300882339477539,Bucket Sort,Sim,100,5
200,0.022000789642333984,Bucket Sort,Sim,1000,5
500,0.010999679565429688,Insertion Sort,Nao,0,5
500,0.022003173828125,Insertion Sort,Sim,0,5
500,0.0009975433349609375,Bucket Sort,Nao,10,5
500,0.0009980201721191406,Bucket Sort,Nao,100,5
500,0.0020003318786621094,Bucket Sort,Nao,1000,5
500,0.022001028060913086,Bucket Sort,Sim,10,5
500,0.02751946449279785,Bucket Sort,Sim,100,5
500,0.019999027252197266,Bucket Sort,Sim,1000,5
1000,0.037001609802246094,Insertion Sort,Nao,0,5
1000,0.02799391746520996,Insertion Sort,Sim,0,5
1000,0.003000497817993164,Bucket Sort,Nao,10,5
1000,0.000997304916381836,Bucket Sort,Nao,100,5
1000,0.003000497817993164,Bucket Sort,Nao,1000,5
1000,0.02409958839416504,Bucket Sort,Sim,10,5
1000,0.023998737335205078,Bucket Sort,Sim,100,5
1000,0.024997949600219727,Bucket Sort,Sim,1000,5
2000,0.13390088081359863,Insertion Sort,Nao,0,5
2000,0.07853269577026367,Insertion Sort,Sim,0,5
2000,0.015995502471923828,Bucket Sort,Nao,10,5
2000,0.003997802734375,Bucket Sort,Nao,100,5
2000,0.006001472473144531,Bucket Sort,Nao,1000,5
2000,0.05054616928100586,Bucket Sort,Sim,10,5
2000,0.03125596046447754,Bucket Sort,Sim,100,5
2000,0.025559663772583008,Bucket Sort,Sim,1000,5
5000,1.137235164642334,Insertion Sort,Nao,0,5
5000,0.27660655975341797,Insertion Sort,Sim,0,5
5000,0.07548308372497559,Bucket Sort,Nao,10,5
5000,0.008994340896606445,Bucket Sort,Nao,100,5
5000,0.007002115249633789,Bucket Sort,Nao,1000,5
5000,0.10953402519226074,Bucket Sort,Sim,10,5
5000,0.03252220153808594,Bucket Sort,Sim,100,5
5000,0.023999452590942383,Bucket Sort,Sim,1000,5
7500,6.246838569641113,Insertion Sort,Nao,0,5
7500,0.7364745140075684,Insertion Sort,Sim,0,5
7500,0.31331396102905273,Bucket Sort,Nao,10,5
7500,0.028392314910888672,Bucket Sort,Nao,100,5
7500,0.021286964416503906,Bucket Sort,Nao,1000,5
7500,0.2742600440979004,Bucket Sort,Sim,10,5
7500,0.04512953758239746,Bucket Sort,Sim,100,5
7500,0.03914451599121094,Bucket Sort,Sim,1000,5
10000,3.8065602779388428,Insertion Sort,Nao,0,5
10000,0.9203083515167236,Insertion Sort,Sim,0,5
10000,0.3482813835144043,Bucket Sort,Nao,10,5
10000,0.042084693908691406,Bucket Sort,Nao,100,5
10000,0.010027647018432617,Bucket Sort,Nao,1000,5
10000,0.337660551071167,Bucket Sort,Sim,10,5
10000,0.05493021011352539,Bucket Sort,Sim,100,5
10000,0.02681279182434082,Bucket Sort,Sim,1000,5
15000,7.450822114944458,Insertion Sort,Nao,0,5
15000,1.8316423892974854,Insertion Sort,Sim,0,5
15000,0.7272610664367676,Bucket Sort,Nao,10,5
15000,0.10057401657104492,Bucket Sort,Nao,100,5
15000,0.02202439308166504,Bucket Sort,Nao,1000,5
15000,0.7300810813903809,Bucket Sort,Sim,10,5
15000,0.09446263313293457,Bucket Sort,Sim,100,5
15000,0.03455710411071777,Bucket Sort,Sim,1000,5
30000,29.7363178730011,Insertion Sort,Nao,0,5
30000,7.111094236373901,Insertion Sort,Sim,0,5
